Point,X(Minutes),Y(Counts),Analyte
813,13.67,1231.220215,7mer
814,13.69,1263.822388,7mer
815,13.7,1281.098022,7mer
816,13.72,1260.15564,7mer
817,13.74,1189.768555,7mer
818,13.75,1089.998047,7mer
819,13.77,1004.513733,7mer
820,13.79,973.9310913,7mer
821,13.8,1013.078613,7mer
822,13.82,1107.337646,7mer
823,13.84,1219.960205,7mer
824,13.85,1310.450684,7mer
825,13.87,1353.556519,7mer
826,13.89,1348.223999,7mer
827,13.9,1306.955078,7mer
828,13.92,1246.838623,7mer
829,13.94,1182.400269,7mer
830,13.95,1118.87146,7mer
831,13.97,1052.448853,7mer
832,13.98,982.5444946,7mer
833,14,920.850647,7mer
834,14.02,889.1013794,7mer
835,14.03,901.4329834,7mer
836,14.05,946.8549194,7mer
837,14.07,992.0715332,7mer
838,14.08,1005.785706,7mer
839,14.1,976.7402954,7mer
840,14.12,913.7156982,7mer
841,14.13,833.4095459,7mer
842,14.15,759.0471802,7mer
843,14.17,716.8549805,7mer
844,14.18,726.8970947,7mer
845,14.2,795.1535645,7mer
846,14.22,908.4207764,7mer
847,14.23,1039.526367,7mer
848,14.25,1161.628418,7mer
849,14.27,1258.047119,7mer
850,14.28,1324.937622,7mer
851,14.3,1367.382935,7mer
852,14.32,1391.836426,7mer
853,14.33,1400.540771,7mer
854,14.35,1392.202759,7mer
855,14.37,1367.773926,7mer
856,14.38,1333.900635,7mer
857,14.4,1299.063354,7mer
858,14.42,1267.970703,7mer
859,14.43,1242.481079,7mer
860,14.45,1221.512085,7mer
861,14.47,1207.842163,7mer
862,14.48,1208.718018,7mer
863,14.5,1232.749878,7mer
864,14.52,1280.756958,7mer
865,14.53,1343.149292,7mer
866,14.55,1403.999512,7mer
867,14.57,1447.274048,7mer
868,14.58,1466.813843,7mer
869,14.6,1471.580322,7mer
870,14.62,1480.173828,7mer
871,14.63,1506.039307,7mer
872,14.65,1545.439575,7mer
873,14.67,1582.297852,7mer
874,14.68,1592.996338,7mer
875,14.7,1558.385742,7mer
876,14.72,1472.65979,7mer
877,14.73,1352.807983,7mer
878,14.75,1229.561035,7mer
879,14.77,1132.227173,7mer
880,14.78,1074.836304,7mer
881,14.8,1058.199097,7mer
882,14.82,1073.602661,7mer
883,14.83,1109.724365,7mer
884,14.85,1155.043213,7mer
885,14.86,1194.486328,7mer
886,14.88,1203.913208,7mer
887,14.9,1162.098267,7mer
888,14.91,1070.212524,7mer
889,14.93,964.9816284,7mer
890,14.95,894.7398071,7mer
891,14.96,883.9867554,7mer
892,14.98,922.2440186,7mer
893,15,984.9271851,7mer
894,15.01,1056.07605,7mer
895,15.03,1127.238647,7mer
896,15.05,1184.978516,7mer
897,15.06,1212.939331,7mer
898,15.08,1200.133301,7mer
899,15.1,1144.905151,7mer
900,15.11,1051.984009,7mer
901,15.13,940.8980103,7mer
902,15.15,846.9815063,7mer
903,15.16,808.1741943,7mer
904,15.18,838.2637329,7mer
905,15.2,915.2388306,7mer
906,15.21,995.2406006,7mer
907,15.23,1038.549072,7mer
908,15.25,1026.67981,7mer
909,15.26,966.3862305,7mer
910,15.28,882.5222168,7mer
911,15.3,808.5274658,7mer
912,15.31,769.4995117,7mer
913,15.33,774.1824341,7mer
914,15.35,818.2987671,7mer
915,15.36,888.3549194,7mer
916,15.38,962.081665,7mer
917,15.4,1016.896057,7mer
918,15.41,1040.951294,7mer
919,15.43,1039.986694,7mer
920,15.45,1030.991943,7mer
921,15.46,1028.721069,7mer
922,15.48,1039.416016,7mer
923,15.5,1061.438599,7mer
924,15.51,1088.205444,7mer
925,15.53,1112.635986,7mer
926,15.55,1129.7323,7mer
927,15.56,1135.496704,7mer
928,15.58,1125.063965,7mer
929,15.6,1101.910767,7mer
930,15.61,1086.739502,7mer
931,15.63,1101.948975,7mer
932,15.65,1143.328491,7mer
933,15.66,1177.269897,7mer
934,15.68,1169.802734,7mer
935,15.7,1116.369385,7mer
936,15.71,1043.479736,7mer
937,15.73,981.699646,7mer
938,15.74,944.27948,7mer
939,15.76,925.3731689,7mer
940,15.78,915.0058594,7mer
941,15.79,910.4868774,7mer
942,15.81,918.027832,7mer
943,15.83,945.272644,7mer
944,15.84,992.9990234,7mer
945,15.86,1047.8302,7mer
946,15.88,1086.896973,7mer
947,15.89,1097.407227,7mer
948,15.91,1094.891846,7mer
949,15.93,1115.151855,7mer
950,15.94,1179.732544,7mer
951,15.96,1266.957886,7mer
952,15.98,1327.293335,7mer
953,15.99,1327.705688,7mer
954,16.01,1279.37793,7mer
955,16.03,1224.175171,7mer
956,16.04,1199.496948,7mer
957,16.06,1218.384399,7mer
958,16.08,1267.261963,7mer
959,16.09,1316.47998,7mer
960,16.11,1338.207764,7mer
961,16.13,1317.505127,7mer
962,16.14,1256.919312,7mer
963,16.16,1174.505493,7mer
964,16.18,1095.689453,7mer
965,16.19,1038.695068,7mer
966,16.21,1008.884521,7mer
967,16.23,998.9371948,7mer
968,16.24,1000.020874,7mer
969,16.26,1013.720093,7mer
970,16.28,1049.625122,7mer
971,16.29,1111.721191,7mer
972,16.31,1183.734741,7mer
973,16.33,1233.913818,7mer
974,16.34,1230.570435,7mer
975,16.36,1165.68042,7mer
976,16.38,1065.038696,7mer
977,16.39,969.7575073,7mer
978,16.41,907.6621704,7mer
979,16.43,882.0480347,7mer
980,16.44,887.9597778,7mer
981,16.46,925.4351807,7mer
982,16.48,997.5812378,7mer
983,16.49,1091.990723,7mer
984,16.51,1178.21814,7mer
985,16.53,1227.521973,7mer
986,16.54,1235.614136,7mer
987,16.56,1222.788208,7mer
988,16.58,1208.552612,7mer
989,16.59,1199.432251,7mer
990,16.61,1192.442017,7mer
991,16.62,1183.234619,7mer
992,16.64,1164.611328,7mer
993,16.66,1129.399292,7mer
994,16.67,1080.187256,7mer
995,16.69,1028.484131,7mer
996,16.71,993.4932861,7mer
997,16.72,992.9050903,7mer
998,16.74,1030.953125,7mer
999,16.76,1090.49707,7mer
1000,16.77,1141.175781,7mer
1001,16.79,1161.182983,7mer
1002,16.81,1154.249268,7mer
1003,16.82,1141.193604,7mer
1004,16.84,1136.103516,7mer
1005,16.86,1136.906738,7mer
1006,16.87,1133.854248,7mer
1007,16.89,1118.25708,7mer
1008,16.91,1083.048706,7mer
1009,16.92,1031.262451,7mer
1010,16.94,984.7424927,7mer
1011,16.96,970.7590942,7mer
1012,16.97,996.6129761,7mer
1013,16.99,1035.404785,7mer
1014,17.01,1041.229004,7mer
1015,17.02,986.3717041,7mer
1016,17.04,889.5413208,7mer
1017,17.06,810.6456299,7mer
1018,17.07,813.0103149,7mer
1019,17.09,912.4958496,7mer
1020,17.11,1063.410645,7mer
1021,17.12,1191.003662,7mer
1022,17.14,1244.982178,7mer
1023,17.16,1230.763794,7mer
1024,17.17,1192.156982,7mer
1025,17.19,1171.467407,7mer
1026,17.21,1182.648438,7mer
1027,17.22,1215.235107,7mer
1028,17.24,1249.377197,7mer
1029,17.26,1267.422485,7mer
1030,17.27,1259.64209,7mer
1031,17.29,1223.150513,7mer
1032,17.31,1157.366821,7mer
1033,17.32,1062.143188,7mer
1034,17.34,945.3470459,7mer
1035,17.36,826.470459,7mer
1036,17.37,739.7893677,7mer
1037,17.39,719.1416626,7mer
1038,17.41,772.7182617,7mer
1039,17.42,873.9602051,7mer
1040,17.44,976.4029541,7mer
1041,17.46,1038.880493,7mer
1042,17.47,1040.772095,7mer
1043,17.49,984.4122314,7mer
1044,17.5,891.1838379,7mer
1045,17.52,790.1802368,7mer
1046,17.54,713.185791,7mer
1047,17.55,688.8120117,7mer
1048,17.57,731.6433716,7mer
1049,17.59,833.2146606,7mer
1050,17.6,965.5401611,7mer
1051,17.62,1093.762939,7mer
1052,17.64,1193.560425,7mer
1053,17.65,1255.876953,7mer
1054,17.67,1284.456299,7mer
1055,17.69,1291.688965,7mer
1056,17.7,1292.316162,7mer
1057,17.72,1291.391357,7mer
1058,17.74,1278.235596,7mer
1059,17.75,1240.48645,7mer
1060,17.77,1179.091187,7mer
1061,17.79,1105.2229,7mer
1062,17.8,1030.937134,7mer
1063,17.82,969.6713257,7mer
1064,17.84,938.9302979,7mer
1065,17.85,954.3187256,7mer
1066,17.87,1014.96283,7mer
1067,17.89,1098.314941,7mer
1068,17.9,1170.019409,7mer
1069,17.92,1200.209595,7mer
1070,17.94,1173.833862,7mer
1071,17.95,1094.36499,7mer
1072,17.97,983.6883545,7mer
1073,17.99,876.8153687,7mer
1074,18,803.1804199,7mer
1075,18.03,771.8962402,7mer
1076,18.05,772.9558105,7mer
1077,18.07,791.5790405,7mer
1078,18.1,814.076416,7mer
1079,18.11,827.732605,7mer
1080,18.13,823.8585815,7mer
1081,18.15,806.7462769,7mer
1082,18.17,788.8150635,7mer
1083,18.18,776.326355,7mer
1084,18.2,761.6818237,7mer
1085,18.22,733.2207642,7mer
1086,18.25,688.9052734,7mer
1087,18.27,639.5822144,7mer
1088,18.29,596.4937134,7mer
1089,18.32,559.331665,7mer
1090,18.35,519.2188721,7mer
1091,18.38,470.3502197,7mer
1092,18.41,419.6439819,7mer
1093,18.43,378.5672607,7mer
1094,18.46,355.3576965,7mer
1095,18.49,353.3336792,7mer
1096,18.52,368.4836426,7mer
1097,18.55,388.9494324,7mer
1098,18.57,402.9356689,7mer
1099,18.6,407.0711365,7mer
1100,18.63,406.3928833,7mer
1101,18.66,405.6939392,7mer
1102,18.69,406.9924927,7mer
1103,18.72,411.4879761,7mer
1104,18.74,418.3319397,7mer
1105,18.77,422.4854431,7mer
1106,18.8,417.8297424,7mer
1107,18.83,401.2140503,7mer
1108,18.86,380.3672485,7mer
1109,18.88,370.3061218,7mer
1110,18.91,384.3181763,7mer
1111,18.94,421.9678345,7mer
1112,18.97,474.6022034,7mer
1113,19,537.7942505,7mer
1114,19.02,623.1040649,7mer
1115,19.05,743.8588257,7mer
1116,19.08,893.0757446,7mer
1117,19.11,1037.973877,7mer
1118,19.14,1148.109619,7mer
1119,19.16,1216.431274,7mer
1120,19.19,1249.38623,7mer
1121,19.22,1250.78418,7mer
1122,19.25,1221.366577,7mer
1123,19.28,1168.059814,7mer
1124,19.3,1104.905884,7mer
1125,19.33,1050.195923,7mer
1126,19.36,1022.988464,7mer
1127,19.39,1035.628418,7mer
1128,19.42,1085.085938,7mer
1129,19.45,1147.767944,7mer
1130,19.47,1197.903198,7mer
1131,19.5,1224.214355,7mer
1132,19.53,1233.553223,7mer
1133,19.56,1229.915649,7mer
1134,19.59,1202.254517,7mer
1135,19.61,1138.865845,7mer
1136,19.64,1050.04541,7mer
1137,19.67,969.5358887,7mer
1138,19.7,929.6123047,7mer
1139,19.73,938.5794678,7mer
1140,19.75,977.8763428,7mer
1141,19.78,1024.033081,7mer
1142,19.81,1059.804565,7mer
1143,19.84,1071.842285,7mer
1144,19.87,1050.504761,7mer
1145,19.89,998.6760254,7mer
1146,19.92,933.8633423,7mer
1147,19.95,871.4401245,7mer
1148,19.98,820.5123901,7mer
1149,20.01,789.8914795,7mer
1150,20.03,788.703064,7mer
1151,20.06,816.2771606,7mer
1152,20.09,852.5180664,7mer
1153,20.11,866.0601196,7mer
1154,20.14,838.4490356,7mer
1155,20.17,776.8759155,7mer
1156,20.2,703.5765991,7mer
1157,20.23,646.4453735,7mer
1158,20.25,640.0683594,7mer
1159,20.28,722.1552734,7mer
1160,20.31,915.8004761,7mer
1161,20.33,1202.317139,7mer
1162,20.35,1522.152954,7mer
1163,20.37,1803.898315,7mer
1164,20.38,2000.525757,7mer
1165,20.4,2095.852539,7mer
1166,20.42,2102.476074,7mer
1167,20.43,2053.751709,7mer
1168,20.45,1989.90979,7mer
1169,20.47,1942.553467,7mer
1170,20.48,1918.387695,7mer
1171,20.5,1902.963135,7mer
1172,20.52,1878.702515,7mer
1173,20.53,1846.418335,7mer
1174,20.55,1822.805908,7mer
1175,20.58,1813.065308,7mer
1176,20.61,1800.648804,7mer
1177,20.64,1767.867554,7mer
1178,20.66,1719.044434,7mer
1179,20.69,1674.752319,7mer
1180,20.72,1647.425781,7mer
1181,20.75,1626.108643,7mer
1182,20.78,1591.432129,7mer
1183,20.8,1540.406372,7mer
1184,20.83,1485.087891,7mer
1185,20.86,1446.240234,7mer
1186,20.89,1436.320679,7mer
1187,20.91,1457.338989,7mer
1188,20.94,1497.043945,7mer
1189,20.96,1530.647949,7mer
1190,20.97,1526.152588,7mer
1191,21,1465.803223,7mer
1192,21.01,1367.537842,7mer
1193,21.03,1285.807129,7mer
1194,21.05,1271.115723,7mer
1195,21.06,1329.060547,7mer
1196,21.08,1421.310059,7mer
1197,21.1,1501.863892,7mer
1198,21.12,1544.95105,7mer
1199,21.14,1552.985474,7mer
1200,21.15,1536.236328,7mer
1201,21.17,1504.890259,7mer
1202,21.19,1463.753296,7mer
1203,21.2,1419.696655,7mer
1204,21.22,1380.276855,7mer
1205,21.24,1360.6604,7mer
1206,21.25,1376.20105,7mer
1207,21.27,1431.330444,7mer
1208,21.28,1507.940918,7mer
1209,21.3,1583.063354,7mer
1210,21.32,1650.517822,7mer
1211,21.33,1722.255859,7mer
1212,21.35,1809.252441,7mer
1213,21.37,1901.422852,7mer
1214,21.38,1968.8927,7mer
1215,21.4,1985.208374,7mer
1216,21.42,1940.862793,7mer
1217,21.43,1845.757813,7mer
1218,21.45,1718.713379,7mer
1219,21.47,1588.676758,7mer
1220,21.48,1481.054199,7mer
1221,21.5,1409.689087,7mer
1222,21.52,1377.91394,7mer
1223,21.53,1391.281006,7mer
1224,21.55,1459.037964,7mer
1225,21.57,1583.808105,7mer
1226,21.58,1747.528442,7mer
1227,21.6,1908.873169,7mer
1228,21.62,2022.827148,7mer
1229,21.63,2063.172852,7mer
1230,21.65,2034.37085,7mer
1231,21.67,1971.145508,7mer
1232,21.68,1917.387939,7mer
1233,21.7,1904.637695,7mer
1234,21.72,1930.519897,7mer
1235,21.73,1973.1427,7mer
1236,21.75,2014.49585,7mer
1237,21.77,2050.974854,7mer
1238,21.78,2082.175781,7mer
1239,21.8,2096.408691,7mer
1240,21.82,2073.270752,7mer
1241,21.83,1994.674438,7mer
1242,21.85,1863.334961,7mer
1243,21.87,1708.693115,7mer
1244,21.88,1577.936401,7mer
1245,21.9,1508.676758,7mer
1246,21.92,1507.703979,7mer
1247,21.93,1550.698975,7mer
1248,21.95,1605.641724,7mer
1249,21.97,1667.09082,7mer
1250,21.98,1753.605103,7mer
1251,22,1878.317871,7mer
1252,22.02,2019.382324,7mer
1253,22.03,2126.884277,7mer
1254,22.05,2161.26709,7mer
1255,22.07,2131.178711,7mer
1256,22.08,2095.074463,7mer
1257,22.1,2112.742676,7mer
1258,22.12,2189.9646,7mer
1259,22.13,2273.596924,7mer
1260,22.15,2304.491699,7mer
1261,22.16,2275.390381,7mer
1262,22.18,2237.029053,7mer
1263,22.2,2241.156494,7mer
1264,22.21,2287.171875,7mer
1265,22.23,2326.983154,7mer
1266,22.25,2311.623779,7mer
1267,22.26,2223.796631,7mer
1268,22.28,2080.563232,7mer
1269,22.3,1922.297363,7mer
1270,22.31,1795.315674,7mer
1271,22.33,1726.303955,7mer
1272,22.35,1708.845093,7mer
1273,22.36,1726.265381,7mer
1274,22.38,1775.604858,7mer
1275,22.4,1869.310669,7mer
1276,22.41,2010.594971,7mer
1277,22.43,2169.280029,7mer
1278,22.45,2283.906982,7mer
1279,22.46,2296.693604,7mer
1280,22.48,2193.181396,7mer
1281,22.5,2021.555908,7mer
1282,22.51,1864.322998,7mer
1283,22.53,1785.890747,7mer
1284,22.55,1795.015381,7mer
1285,22.56,1850.755127,7mer
1286,22.58,1903.045166,7mer
1287,22.6,1916.597534,7mer
1288,22.61,1870.346069,7mer
1289,22.63,1759.323853,7mer
1290,22.65,1611.197021,7mer
1291,22.66,1490.316284,7mer
1292,22.68,1464.458496,7mer
1293,22.7,1554.272339,7mer
1294,22.71,1720.83313,7mer
1295,22.73,1901.359741,7mer
1296,22.75,2050.047852,7mer
1297,22.76,2150.75,7mer
1298,22.78,2201.906982,7mer
1299,22.8,2203.338135,7mer
1300,22.81,2160.719482,7mer
1301,22.83,2090.95166,7mer
1302,22.85,2021.617676,7mer
1303,22.86,1973.716553,7mer
1304,22.88,1502.036865,7mer
1305,22.9,2520.399414,7mer
1306,22.91,1808.966553,7mer
1307,22.93,1767.480469,7mer
1308,22.95,1712.130249,7mer
1309,22.96,1964.739136,7mer
1310,22.98,2573.519043,7mer
1311,23,1909.305542,7mer
0,0.04,0,Ligation Product
1,0.05,0,Ligation Product
2,0.07,0,Ligation Product
3,0.09,21,Ligation Product
4,0.1,1,Ligation Product
5,0.12,20,Ligation Product
6,0.14,0,Ligation Product
7,0.15,7.16390276,Ligation Product
8,0.17,6.235693932,Ligation Product
9,0.18,5.012909889,Ligation Product
10,0.2,3.764813185,Ligation Product
11,0.22,2.933663845,Ligation Product
12,0.23,2.743858576,Ligation Product
13,0.25,2.989899635,Ligation Product
14,0.27,3.290554285,Ligation Product
15,0.28,3.420893908,Ligation Product
16,0.3,3.43329668,Ligation Product
17,0.32,3.415045977,Ligation Product
18,0.33,3.299688816,Ligation Product
19,0.35,3.029870987,Ligation Product
20,0.37,2.72302103,Ligation Product
21,0.38,2.5596807,Ligation Product
22,0.4,2.532560587,Ligation Product
23,0.42,2.486956835,Ligation Product
24,0.43,2.317031145,Ligation Product
25,0.45,2.26956439,Ligation Product
26,0.47,2.824134827,Ligation Product
27,0.48,4.391343117,Ligation Product
28,0.5,6.862308502,Ligation Product
29,0.52,9.400204659,Ligation Product
30,0.53,10.78393936,Ligation Product
31,0.55,10.26285172,Ligation Product
32,0.57,8.142549515,Ligation Product
33,0.58,5.455131054,Ligation Product
34,0.6,3.16486001,Ligation Product
35,0.62,1.680241108,Ligation Product
36,0.63,0.925064206,Ligation Product
37,0.65,0.638785243,Ligation Product
38,0.67,0.573990107,Ligation Product
39,0.68,0.603909492,Ligation Product
40,0.7,0.64944452,Ligation Product
41,0.72,0.710148096,Ligation Product
42,0.73,0.787593961,Ligation Product
43,0.75,0.862826824,Ligation Product
44,0.77,0.914670765,Ligation Product
45,0.78,0.956432939,Ligation Product
46,0.8,1.107779026,Ligation Product
47,0.82,1.590536952,Ligation Product
48,0.83,2.610761881,Ligation Product
49,0.85,4.14150095,Ligation Product
50,0.87,5.763393879,Ligation Product
51,0.88,6.797130585,Ligation Product
52,0.9,6.875972748,Ligation Product
53,0.92,6.372943878,Ligation Product
54,0.93,6.289655685,Ligation Product
55,0.95,7.500601768,Ligation Product
56,0.96,10.00771141,Ligation Product
57,0.98,12.81546116,Ligation Product
58,1,14.46965504,Ligation Product
59,1.01,14.23492718,Ligation Product
60,1.03,12.77357483,Ligation Product
61,1.05,11.68279743,Ligation Product
62,1.06,12.07655525,Ligation Product
63,1.08,13.43917847,Ligation Product
64,1.1,14.15054893,Ligation Product
65,1.11,13.15000343,Ligation Product
66,1.13,10.95825577,Ligation Product
67,1.15,8.873345375,Ligation Product
68,1.16,7.557096481,Ligation Product
69,1.18,6.596035957,Ligation Product
70,1.2,5.365925312,Ligation Product
71,1.21,3.804131508,Ligation Product
72,1.23,2.318941593,Ligation Product
73,1.25,1.290708184,Ligation Product
74,1.26,0.716355503,Ligation Product
75,1.28,0.445608765,Ligation Product
76,1.3,0.350165516,Ligation Product
77,1.31,0.372056931,Ligation Product
78,1.33,0.484945446,Ligation Product
79,1.35,0.608896434,Ligation Product
80,1.36,0.678062975,Ligation Product
81,1.38,0.664261699,Ligation Product
82,1.4,0.63506031,Ligation Product
83,1.41,0.720461965,Ligation Product
84,1.43,1.063850045,Ligation Product
85,1.45,1.714764833,Ligation Product
86,1.46,2.535207748,Ligation Product
87,1.48,3.242839336,Ligation Product
88,1.5,3.585463762,Ligation Product
89,1.51,3.520097733,Ligation Product
90,1.53,3.226825476,Ligation Product
91,1.55,2.958148003,Ligation Product
92,1.56,2.844229698,Ligation Product
93,1.58,2.889749527,Ligation Product
94,1.6,3.053453207,Ligation Product
95,1.61,3.332178354,Ligation Product
96,1.63,3.720093727,Ligation Product
97,1.65,4.097130299,Ligation Product
98,1.66,4.2734375,Ligation Product
99,1.68,4.140058041,Ligation Product
100,1.69,3.791490078,Ligation Product
101,1.71,3.399871349,Ligation Product
102,1.73,3.019478321,Ligation Product
103,1.74,2.593178988,Ligation Product
104,1.76,2.089249611,Ligation Product
105,1.78,1.571840167,Ligation Product
106,1.79,1.140318274,Ligation Product
107,1.81,0.887115896,Ligation Product
108,1.83,0.847487092,Ligation Product
109,1.84,1.020700336,Ligation Product
110,1.86,1.338907242,Ligation Product
111,1.88,1.672377467,Ligation Product
112,1.89,1.871747136,Ligation Product
113,1.91,1.862070441,Ligation Product
114,1.93,1.689155221,Ligation Product
115,1.94,1.463677883,Ligation Product
116,1.96,1.266131878,Ligation Product
117,1.98,1.107400894,Ligation Product
118,1.99,0.956536293,Ligation Product
119,2.01,0.884693861,Ligation Product
120,2.03,1.02498126,Ligation Product
121,2.04,1.889730811,Ligation Product
122,2.06,4.212705612,Ligation Product
123,2.08,8.841891289,Ligation Product
124,2.09,15.92366695,Ligation Product
125,2.11,24.1232872,Ligation Product
126,2.13,30.71442986,Ligation Product
127,2.14,32.95389938,Ligation Product
128,2.16,29.8207283,Ligation Product
129,2.18,22.70412827,Ligation Product
130,2.19,14.46803188,Ligation Product
131,2.21,7.684270859,Ligation Product
132,2.23,3.423234224,Ligation Product
133,2.24,1.337939978,Ligation Product
134,2.26,0.516067803,Ligation Product
135,2.28,0.274909437,Ligation Product
136,2.29,0.226338953,Ligation Product
137,2.31,0.35694924,Ligation Product
138,2.33,0.708849967,Ligation Product
139,2.34,1.320587635,Ligation Product
140,2.36,2.266770601,Ligation Product
141,2.38,3.854598284,Ligation Product
142,2.39,6.48848629,Ligation Product
143,2.41,10.73354816,Ligation Product
144,2.43,16.82344437,Ligation Product
145,2.44,24.41340828,Ligation Product
146,2.46,32.26704407,Ligation Product
147,2.47,37.93229294,Ligation Product
148,2.49,38.5591011,Ligation Product
149,2.51,33.22202682,Ligation Product
150,2.52,24.2917099,Ligation Product
151,2.54,16.01495552,Ligation Product
152,2.56,11.5392828,Ligation Product
153,2.57,11.47922039,Ligation Product
154,2.59,14.44656277,Ligation Product
155,2.61,17.91999245,Ligation Product
156,2.62,19.32374573,Ligation Product
157,2.64,17.45577621,Ligation Product
158,2.66,13.0313797,Ligation Product
159,2.67,8.128092766,Ligation Product
160,2.69,4.447145462,Ligation Product
161,2.71,2.442180634,Ligation Product
162,2.72,1.656946063,Ligation Product
163,2.74,1.434990764,Ligation Product
164,2.76,1.340734124,Ligation Product
165,2.77,1.248126507,Ligation Product
166,2.79,1.110111356,Ligation Product
167,2.81,0.950953007,Ligation Product
168,2.82,0.805493593,Ligation Product
169,2.84,0.708708167,Ligation Product
170,2.86,0.678255737,Ligation Product
171,2.87,0.709719479,Ligation Product
172,2.89,0.792111218,Ligation Product
173,2.91,0.920753002,Ligation Product
174,2.92,1.095452309,Ligation Product
175,2.94,1.293122172,Ligation Product
176,2.96,1.452743411,Ligation Product
177,2.97,1.498617053,Ligation Product
178,2.99,1.440146089,Ligation Product
179,3.01,1.369815707,Ligation Product
180,3.02,1.543088794,Ligation Product
181,3.04,2.290983438,Ligation Product
182,3.06,3.848561525,Ligation Product
183,3.07,6.029778957,Ligation Product
184,3.09,8.021420479,Ligation Product
185,3.11,8.760540009,Ligation Product
186,3.12,7.771809578,Ligation Product
187,3.14,5.612015247,Ligation Product
188,3.16,3.375171185,Ligation Product
189,3.17,1.831195474,Ligation Product
190,3.19,1.077976584,Ligation Product
191,3.21,0.808032751,Ligation Product
192,3.22,0.707069457,Ligation Product
193,3.24,0.628235877,Ligation Product
194,3.25,0.601406693,Ligation Product
195,3.27,0.707231164,Ligation Product
196,3.29,1.052795768,Ligation Product
197,3.3,1.68015027,Ligation Product
198,3.32,2.486433506,Ligation Product
199,3.34,3.196713924,Ligation Product
200,3.35,3.487868547,Ligation Product
